instrument_id,date,open,high,low,close,volume
1007,1197590400,0.871999979,0.871999979,0.871999979,0.871999979,1
1007,1197590460,0.872399986,0.872900009,0.872399986,0.872699976,1
1007,1197590520,0.872799993,0.872799993,0.872500002,0.872500002,1
1007,1197590580,0.872500002,0.872500002,0.872500002,0.872500002,1
1007,1197590640,0.872200012,0.872200012,0.872200012,0.872200012,1
1007,1197590700,0.872300029,0.872300029,0.872300029,0.872300029,1
1007,1197590940,0.872399986,0.872500002,0.872399986,0.872500002,1
1007,1197591000,0.872399986,0.872500002,0.872399986,0.872500002,1
1007,1197591240,0.872399986,0.872500002,0.872399986,0.872500002,1
1007,1197591360,0.872600019,0.872600019,0.872500002,0.872500002,1
1007,1197591540,0.872500002,0.872500002,0.872500002,0.872500002,1
1007,1197591780,0.872900009,0.873199999,0.872900009,0.873000026,1
1007,1197591840,0.873099983,0.873399973,0.873099983,0.873399973,1
1007,1197591900,0.873199999,0.873199999,0.873199999,0.873199999,1
1007,1197592380,0.873199999,0.873199999,0.873199999,0.873199999,1
1007,1197592500,0.873399973,0.873399973,0.873399973,0.873399973,1
1007,1197592620,0.873099983,0.873099983,0.873000026,0.873000026,1
1007,1197592740,0.873000026,0.873000026,0.873000026,0.873000026,1
1007,1197592980,0.872799993,0.872799993,0.872799993,0.872799993,1
1007,1197593100,0.872799993,0.872799993,0.872799993,0.872799993,1
1007,1197593160,0.872799993,0.873000026,0.872799993,0.873000026,1
1007,1197593460,0.873099983,0.873099983,0.873000026,0.873000026,1
1007,1197593820,0.873000026,0.873600006,0.873000026,0.873600006,1
1007,1197593880,0.873399973,0.873399973,0.873399973,0.873399973,1
1007,1197593940,0.873300016,0.873300016,0.873300016,0.873300016,1
1007,1197594060,0.873300016,0.873300016,0.873199999,0.873199999,1
1007,1197594120,0.873600006,0.873600006,0.87349999,0.873600006,1
1007,1197594180,0.873600006,0.873600006,0.87349999,0.87349999,1
1007,1197594240,0.873600006,0.873600006,0.873600006,0.873600006,1
1007,1197594300,0.873399973,0.873700023,0.873399973,0.873600006,1
1007,1197594660,0.873300016,0.873300016,0.873300016,0.873300016,1
1007,1197594780,0.873199999,0.873199999,0.873099983,0.873199999,1
1007,1197594840,0.873000026,0.873000026,0.872699976,0.872699976,1
1007,1197594900,0.872900009,0.872900009,0.872900009,0.872900009,1
1007,1197595020,0.873099983,0.873199999,0.873099983,0.873199999,1
1007,1197595320,0.873399973,0.873600006,0.873300016,0.873600006,1
1007,1197595380,0.87379998,0.87379998,0.873600006,0.873600006,1
1007,1197595440,0.87379998,0.87379998,0.87379998,0.87379998,1
1007,1197595500,0.87379998,0.87379998,0.87379998,0.87379998,1
1007,1197595560,0.87379998,0.87379998,0.873700023,0.873700023,1
1007,1197595620,0.873899996,0.873899996,0.873899996,0.873899996,1
1007,1197595680,0.873899996,0.874000013,0.873899996,0.873899996,1
1007,1197595800,0.873899996,0.873899996,0.873600006,0.873600006,1
1007,1197596100,0.873700023,0.873700023,0.873600006,0.873600006,1
1007,1197596220,0.873700023,0.87379998,0.873700023,0.87379998,1
1007,1197596340,0.87379998,0.87379998,0.87379998,0.87379998,1
1007,1197596400,0.873899996,0.873899996,0.873899996,0.873899996,1
1007,1197596460,0.874000013,0.874000013,0.874000013,0.874000013,1
1007,1197596520,0.874300003,0.875800014,0.874300003,0.874800026,1
1007,1197596580,0.874599993,0.87470001,0.874499977,0.874499977,1
1007,1197596640,0.87470001,0.87470001,0.87470001,0.87470001,1
1007,1197596700,0.874599993,0.874800026,0.874599993,0.87470001,1
1007,1197596760,0.87470001,0.87470001,0.87440002,0.874499977,1
1007,1197596820,0.874599993,0.874899983,0.874599993,0.87470001,1
1007,1197596880,0.874599993,0.87470001,0.874199986,0.874199986,1
1007,1197596940,0.874300003,0.874499977,0.874300003,0.874499977,1
1007,1197597000,0.874599993,0.874599993,0.87440002,0.874599993,1
1007,1197597060,0.874599993,0.87470001,0.87440002,0.87440002,1
1007,1197597120,0.874499977,0.874499977,0.87440002,0.87440002,1
1007,1197597180,0.87379998,0.873899996,0.873600006,0.873600006,1
1007,1197597240,0.873700023,0.87379998,0.873700023,0.87379998,1
1007,1197597300,0.87349999,0.873600006,0.87349999,0.87349999,1
1007,1197597360,0.873600006,0.873700023,0.873600006,0.873600006,1
1007,1197597420,0.873899996,0.873899996,0.873199999,0.873199999,1
1007,1197597480,0.873199999,0.873199999,0.872900009,0.872900009,1
1007,1197597540,0.873099983,0.873300016,0.872799993,0.872799993,1
1007,1197597600,0.872699976,0.873099983,0.872699976,0.873099983,1
1007,1197597660,0.873000026,0.873099983,0.872900009,0.873099983,1
1007,1197597720,0.873399973,0.873399973,0.873300016,0.873300016,1
1007,1197597780,0.873300016,0.873300016,0.873300016,0.873300016,1
1007,1197597960,0.873399973,0.873399973,0.873399973,0.873399973,1
1007,1197598140,0.873300016,0.87349999,0.873300016,0.87349999,1
1007,1197598320,0.873199999,0.873199999,0.873199999,0.873199999,1
1007,1197598380,0.873199999,0.873199999,0.873199999,0.873199999,1
1007,1197598560,0.873199999,0.873199999,0.873099983,0.873099983,1
1007,1197598740,0.873199999,0.873199999,0.873199999,0.873199999,1
1007,1197598920,0.873300016,0.873300016,0.873300016,0.873300016,1
1007,1197598980,0.873300016,0.873300016,0.873199999,0.873199999,1
1007,1197599040,0.873300016,0.873300016,0.873300016,0.873300016,1
1007,1197599100,0.873099983,0.873099983,0.872699976,0.872900009,1
1007,1197599160,0.872799993,0.872799993,0.872799993,0.872799993,1
1007,1197599220,0.872900009,0.872900009,0.872900009,0.872900009,1
1007,1197599280,0.872799993,0.872799993,0.872799993,0.872799993,1
1007,1197599340,0.872799993,0.872799993,0.872799993,0.872799993,1
1007,1197599400,0.872799993,0.872799993,0.872799993,0.872799993,1
1007,1197599580,0.872900009,0.872900009,0.872900009,0.872900009,1
1007,1197599640,0.872799993,0.872799993,0.872799993,0.872799993,1
1007,1197599700,0.872600019,0.872699976,0.872399986,0.872699976,1
1007,1197599760,0.872699976,0.872799993,0.872699976,0.872799993,1
1007,1197600000,0.872900009,0.872900009,0.872699976,0.872699976,1
1007,1197600540,0.872500002,0.872500002,0.872500002,0.872500002,1
1007,1197600600,0.872399986,0.872500002,0.872399986,0.872500002,1
1007,1197600660,0.872600019,0.872699976,0.872600019,0.872699976,1
1007,1197600720,0.872699976,0.872799993,0.872699976,0.872799993,1
1007,1197600840,0.872300029,0.872500002,0.872200012,0.872500002,1
1007,1197600900,0.872099996,0.872099996,0.871699989,0.871900022,1
1007,1197600960,0.871900022,0.871999979,0.871699989,0.871699989,1
1007,1197601020,0.872099996,0.872500002,0.871999979,0.872200012,1
